DATAFLOW,LAST UPDATE,freq,sex,age,n_child,agechild,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-64,2,Y_GE12,PC,EE,2017,,u
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-64,2,Y_GE12,PC,EE,2018,26.6,u
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-64,2,Y_GE12,PC,EE,2019,25.0,u
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-64,2,Y_GE12,PC,EE,2020,29.1,u
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-64,2,Y_GE12,PC,EE,2021,34.0,b
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-64,2,Y_GE12,PC,EL,2017,9.2,
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-64,2,Y_GE12,PC,EL,2018,7.4,
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-64,2,Y_GE12,PC,EL,2019,5.5,u
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-64,2,Y_GE12,PC,EL,2020,12.9,
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-64,2,Y_GE12,PC,EL,2021,15.1,b
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-64,2,Y_GE12,PC,ES,2017,7.4,
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-64,2,Y_GE12,PC,ES,2018,8.6,
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-64,2,Y_GE12,PC,ES,2019,11.5,
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-64,2,Y_GE12,PC,ES,2020,20.5,
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-64,2,Y_GE12,PC,ES,2021,22.8,bd
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-64,2,Y_GE12,PC,EU27_2020,2017,17.0,
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-64,2,Y_GE12,PC,EU27_2020,2018,18.3,
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-64,2,Y_GE12,PC,EU27_2020,2019,19.3,
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-64,2,Y_GE12,PC,EU27_2020,2020,26.0,
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-64,2,Y_GE12,PC,EU27_2020,2021,30.1,b
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-64,2,Y_GE12,PC,FI,2017,30.9,u
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-64,2,Y_GE12,PC,FI,2018,32.9,u
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-64,2,Y_GE12,PC,FI,2019,35.9,u
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-64,2,Y_GE12,PC,FI,2020,52.9,u
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-64,2,Y_GE12,PC,FI,2021,48.7,b
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-64,2,Y_GE12,PC,FR,2017,25.3,
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-64,2,Y_GE12,PC,FR,2018,26.4,
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-64,2,Y_GE12,PC,FR,2019,31.0,
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-64,2,Y_GE12,PC,FR,2020,35.9,
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-64,2,Y_GE12,PC,FR,2021,40.0,bd
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-64,2,Y_GE12,PC,HR,2017,10.0,u
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-64,2,Y_GE12,PC,HR,2018,5.0,u
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-64,2,Y_GE12,PC,HR,2019,5.2,u
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-64,2,Y_GE12,PC,HR,2020,14.4,u
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-64,2,Y_GE12,PC,HR,2021,17.8,bu
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-64,2,Y_GE12,PC,HU,2017,6.4,u
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-64,2,Y_GE12,PC,HU,2018,6.8,u
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-64,2,Y_GE12,PC,HU,2019,4.8,u
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-64,2,Y_GE12,PC,HU,2020,14.4,
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-64,2,Y_GE12,PC,HU,2021,12.9,b
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-64,2,Y_GE12,PC,IE,2017,15.2,b
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-64,2,Y_GE12,PC,IE,2018,21.0,
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-64,2,Y_GE12,PC,IE,2019,22.8,
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-64,2,Y_GE12,PC,IE,2020,32.4,
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-64,2,Y_GE12,PC,IE,2021,45.1,b
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-64,2,Y_GE12,PC,IT,2017,4.8,
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-64,2,Y_GE12,PC,IT,2018,5.8,
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-64,2,Y_GE12,PC,IT,2019,5.1,
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-64,2,Y_GE12,PC,IT,2020,18.6,
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-64,2,Y_GE12,PC,IT,2021,20.5,b
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-64,2,Y_GE12,PC,LT,2017,,u
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-64,2,Y_GE12,PC,LT,2018,,u
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-64,2,Y_GE12,PC,LT,2019,,u
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-64,2,Y_GE12,PC,LT,2020,17.6,u
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-64,2,Y_GE12,PC,LT,2021,20.1,bu
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-64,2,Y_GE12,PC,LU,2017,36.0,
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-64,2,Y_GE12,PC,LU,2018,36.7,
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-64,2,Y_GE12,PC,LU,2019,35.9,u
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-64,2,Y_GE12,PC,LU,2020,44.3,
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-64,2,Y_GE12,PC,LU,2021,61.9,b
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-64,2,Y_GE12,PC,LV,2017,,u
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-64,2,Y_GE12,PC,LV,2018,,u
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-64,2,Y_GE12,PC,LV,2019,,u
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-64,2,Y_GE12,PC,LV,2020,,u
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-64,2,Y_GE12,PC,LV,2021,,bu
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-64,2,Y_GE12,PC,ME,2017,,u
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-64,2,Y_GE12,PC,ME,2018,,u
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-64,2,Y_GE12,PC,ME,2019,,u
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-64,2,Y_GE12,PC,ME,2020,,u
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-64,2,Y_GE12,PC,MK,2017,,u
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-64,2,Y_GE12,PC,MK,2018,,u
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-64,2,Y_GE12,PC,MK,2019,,u
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-64,2,Y_GE12,PC,MK,2020,,u
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-64,2,Y_GE12,PC,MT,2017,,u
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-64,2,Y_GE12,PC,MT,2018,,u
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-64,2,Y_GE12,PC,MT,2019,,u
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-64,2,Y_GE12,PC,MT,2020,38.9,u
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-64,2,Y_GE12,PC,MT,2021,,bu
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-64,2,Y_GE12,PC,NL,2017,41.3,
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-64,2,Y_GE12,PC,NL,2018,41.2,
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-64,2,Y_GE12,PC,NL,2019,45.4,
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-64,2,Y_GE12,PC,NL,2020,46.8,
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-64,2,Y_GE12,PC,NL,2021,54.3,bu
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-64,2,Y_GE12,PC,NO,2021,63.0,b
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-64,2,Y_GE12,PC,PL,2017,17.2,
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-64,2,Y_GE12,PC,PL,2018,15.4,
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-64,2,Y_GE12,PC,PL,2019,13.3,
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-64,2,Y_GE12,PC,PL,2020,21.2,
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-64,2,Y_GE12,PC,PL,2021,21.4,b
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-64,2,Y_GE12,PC,PT,2017,17.0,
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-64,2,Y_GE12,PC,PT,2018,23.5,
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-64,2,Y_GE12,PC,PT,2019,24.4,
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-64,2,Y_GE12,PC,PT,2020,43.0,
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-64,2,Y_GE12,PC,PT,2021,43.4,b
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-64,2,Y_GE12,PC,RO,2017,,u
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-64,2,Y_GE12,PC,RO,2018,,u
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-64,2,Y_GE12,PC,RO,2019,,u
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-64,2,Y_GE12,PC,RO,2020,,u
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-64,2,Y_GE12,PC,RO,2021,9.8,bu
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-64,2,Y_GE12,PC,RS,2017,4.5,u
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-64,2,Y_GE12,PC,RS,2018,6.1,u
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-64,2,Y_GE12,PC,RS,2019,6.5,u
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-64,2,Y_GE12,PC,RS,2020,10.6,
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-64,2,Y_GE12,PC,RS,2021,7.5,bu
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-64,2,Y_GE12,PC,SE,2017,36.8,
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-64,2,Y_GE12,PC,SE,2018,52.5,b
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-64,2,Y_GE12,PC,SE,2019,44.0,
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-64,2,Y_GE12,PC,SE,2020,,u
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-64,2,Y_GE12,PC,SE,2021,52.6,b
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-64,2,Y_GE12,PC,SI,2017,27.1,u
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-64,2,Y_GE12,PC,SI,2018,31.1,u
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-64,2,Y_GE12,PC,SI,2019,24.4,u
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-64,2,Y_GE12,PC,SI,2020,29.6,
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-64,2,Y_GE12,PC,SI,2021,30.3,bu
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-64,2,Y_GE12,PC,SK,2017,,u
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-64,2,Y_GE12,PC,SK,2018,9.1,u
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-64,2,Y_GE12,PC,SK,2019,8.7,u
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-64,2,Y_GE12,PC,SK,2020,16.4,
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-64,2,Y_GE12,PC,SK,2021,,bu
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-64,2,Y_GE12,PC,TR,2017,7.2,
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-64,2,Y_GE12,PC,TR,2018,7.4,
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-64,2,Y_GE12,PC,TR,2019,8.2,
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-64,2,Y_GE12,PC,TR,2020,9.8,
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-64,2,Y_GE12,PC,UK,2017,32.6,
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-64,2,Y_GE12,PC,UK,2018,30.6,
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-64,2,Y_GE12,PC,UK,2019,32.5,
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-64,2,Y_LT6,PC,AT,2017,20.1,
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-64,2,Y_LT6,PC,AT,2018,19.4,
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-64,2,Y_LT6,PC,AT,2019,20.2,
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-64,2,Y_LT6,PC,AT,2020,27.5,
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-64,2,Y_LT6,PC,AT,2021,26.9,b
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-64,2,Y_LT6,PC,BE,2017,26.5,b
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-64,2,Y_LT6,PC,BE,2018,25.2,
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-64,2,Y_LT6,PC,BE,2019,27.8,
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-64,2,Y_LT6,PC,BE,2020,35.7,
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-64,2,Y_LT6,PC,BE,2021,46.3,b
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-64,2,Y_LT6,PC,BG,2017,,u
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-64,2,Y_LT6,PC,BG,2018,,u
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-64,2,Y_LT6,PC,BG,2019,,u
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-64,2,Y_LT6,PC,BG,2020,,u
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-64,2,Y_LT6,PC,BG,2021,,bu
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-64,2,Y_LT6,PC,CY,2017,,u
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-64,2,Y_LT6,PC,CY,2018,,u
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-64,2,Y_LT6,PC,CY,2019,,u
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-64,2,Y_LT6,PC,CY,2020,8.8,u
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-64,2,Y_LT6,PC,CY,2021,16.4,b
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-64,2,Y_LT6,PC,CZ,2017,13.0,
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-64,2,Y_LT6,PC,CZ,2018,11.6,
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-64,2,Y_LT6,PC,CZ,2019,11.8,
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-64,2,Y_LT6,PC,CZ,2020,15.9,
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-64,2,Y_LT6,PC,CZ,2021,19.7,b
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-64,2,Y_LT6,PC,DE,2017,12.1,
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-64,2,Y_LT6,PC,DE,2018,13.0,
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-64,2,Y_LT6,PC,DE,2019,14.6,
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-64,2,Y_LT6,PC,DE,2020,25.9,b
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-64,2,Y_LT6,PC,DE,2021,27.7,b
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-64,2,Y_LT6,PC,DK,2017,33.8,b
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-64,2,Y_LT6,PC,DK,2018,29.2,
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-64,2,Y_LT6,PC,DK,2019,35.5,
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-64,2,Y_LT6,PC,DK,2020,40.5,
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-64,2,Y_LT6,PC,DK,2021,40.4,b
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-64,2,Y_LT6,PC,EA20,2017,15.5,
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-64,2,Y_LT6,PC,EA20,2018,16.0,
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-64,2,Y_LT6,PC,EA20,2019,17.1,
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-64,2,Y_LT6,PC,EA20,2020,27.5,
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-64,2,Y_LT6,PC,EA20,2021,29.2,b
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-64,2,Y_LT6,PC,EE,2017,19.2,
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-64,2,Y_LT6,PC,EE,2018,22.2,
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-64,2,Y_LT6,PC,EE,2019,22.9,
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-64,2,Y_LT6,PC,EE,2020,32.4,
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-64,2,Y_LT6,PC,EE,2021,34.9,b
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-64,2,Y_LT6,PC,EL,2017,4.8,
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-64,2,Y_LT6,PC,EL,2018,6.9,
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-64,2,Y_LT6,PC,EL,2019,5.5,
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-64,2,Y_LT6,PC,EL,2020,13.0,
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-64,2,Y_LT6,PC,EL,2021,25.6,b
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-64,2,Y_LT6,PC,ES,2017,6.8,
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-64,2,Y_LT6,PC,ES,2018,8.6,
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-64,2,Y_LT6,PC,ES,2019,7.9,
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-64,2,Y_LT6,PC,ES,2020,18.2,
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-64,2,Y_LT6,PC,ES,2021,16.5,bd
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-64,2,Y_LT6,PC,EU27_2020,2017,15.4,
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-64,2,Y_LT6,PC,EU27_2020,2018,16.0,
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-64,2,Y_LT6,PC,EU27_2020,2019,17.0,
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-64,2,Y_LT6,PC,EU27_2020,2020,25.9,
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-64,2,Y_LT6,PC,EU27_2020,2021,27.5,b
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-64,2,Y_LT6,PC,FI,2017,31.4,u
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-64,2,Y_LT6,PC,FI,2018,29.8,u
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-64,2,Y_LT6,PC,FI,2019,39.5,u
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-64,2,Y_LT6,PC,FI,2020,38.4,u
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-64,2,Y_LT6,PC,FI,2021,38.9,b
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-64,2,Y_LT6,PC,FR,2017,23.4,
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-64,2,Y_LT6,PC,FR,2018,22.5,
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-64,2,Y_LT6,PC,FR,2019,24.0,
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-64,2,Y_LT6,PC,FR,2020,37.2,
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-64,2,Y_LT6,PC,FR,2021,38.5,bd
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-64,2,Y_LT6,PC,HR,2017,4.6,u
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-64,2,Y_LT6,PC,HR,2018,10.8,u
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-64,2,Y_LT6,PC,HR,2019,10.3,u
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-64,2,Y_LT6,PC,HR,2020,16.0,u
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-64,2,Y_LT6,PC,HR,2021,15.2,bu
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-64,2,Y_LT6,PC,HU,2017,7.1,
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-64,2,Y_LT6,PC,HU,2018,6.1,
